scenario,region,basin,resource,subresource,year,value,Units
rcp45cooler_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,1975,0,km^3
rcp45cooler_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,1990,0,km^3
rcp45cooler_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,2005,0,km^3
rcp45cooler_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,2010,0,km^3
rcp45cooler_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,2015,0,km^3
rcp45cooler_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,2020,0,km^3
rcp45cooler_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,2025,0,km^3
rcp45cooler_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,2030,0,km^3
rcp45cooler_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,2035,0,km^3
rcp45cooler_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,2040,0,km^3
rcp45cooler_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,2045,0,km^3
rcp45cooler_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,2050,0,km^3
rcp45cooler_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,2055,0,km^3
rcp45cooler_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,2060,0,km^3
rcp45cooler_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,2065,0,km^3
rcp45cooler_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,2070,0,km^3
rcp45cooler_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,2075,0,km^3
rcp45cooler_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,2080,0,km^3
rcp45cooler_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,2085,0,km^3
rcp45cooler_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,2090,0,km^3
rcp45cooler_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,2095,0,km^3
rcp45cooler_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,2100,0,km^3
rcp45cooler_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,1975,57.3386,km^3
rcp45cooler_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,1990,24.9795,km^3
rcp45cooler_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,2005,26.9079,km^3
rcp45cooler_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,2010,26.5434,km^3
rcp45cooler_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,2015,25.9381,km^3
rcp45cooler_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,2020,23.3932,km^3
rcp45cooler_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,2025,23.4881,km^3
rcp45cooler_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,2030,21.0378,km^3
rcp45cooler_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,2035,17.2889,km^3
rcp45cooler_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,2040,13.3838,km^3
rcp45cooler_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,2045,12.3424,km^3
rcp45cooler_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,2050,11.2317,km^3
rcp45cooler_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,2055,10.944,km^3
rcp45cooler_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,2060,10.6895,km^3
rcp45cooler_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,2065,10.5511,km^3
rcp45cooler_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,2070,10.243,km^3
rcp45cooler_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,2075,9.94948,km^3
rcp45cooler_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,2080,9.65633,km^3
rcp45cooler_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,2085,9.42621,km^3
rcp45cooler_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,2090,9.34223,km^3
rcp45cooler_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,2095,9.45554,km^3
rcp45cooler_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,2100,9.29716,km^3
rcp45cooler_ssp3,USA,Missouri River,Missouri River_water withdrawals,groundwater,1975,0,km^3
rcp45cooler_ssp3,USA,Missouri River,Missouri River_water withdrawals,groundwater,1990,4.76328,km^3
rcp45cooler_ssp3,USA,Missouri River,Missouri River_water withdrawals,groundwater,2005,17.2116,km^3
rcp45cooler_ssp3,USA,Missouri River,Missouri River_water withdrawals,groundwater,2010,17.628,km^3
rcp45cooler_ssp3,USA,Missouri River,Missouri River_water withdrawals,groundwater,2015,17.561,km^3
rcp45cooler_ssp3,USA,Missouri River,Missouri River_water withdrawals,groundwater,2020,8.52986,km^3
rcp45cooler_ssp3,USA,Missouri River,Missouri River_water withdrawals,groundwater,2025,6.92022,km^3
rcp45cooler_ssp3,USA,Missouri River,Missouri River_water withdrawals,groundwater,2030,16.1487,km^3
rcp45cooler_ssp3,USA,Missouri River,Missouri River_water withdrawals,groundwater,2035,3.60073,km^3
rcp45cooler_ssp3,USA,Missouri River,Missouri River_water withdrawals,groundwater,2040,13.9413,km^3
rcp45cooler_ssp3,USA,Missouri River,Missouri River_water withdrawals,groundwater,2045,23.8117,km^3
rcp45cooler_ssp3,USA,Missouri River,Missouri River_water withdrawals,groundwater,2050,11.7673,km^3
rcp45cooler_ssp3,USA,Missouri River,Missouri River_water withdrawals,groundwater,2055,17.1162,km^3
rcp45cooler_ssp3,USA,Missouri River,Missouri River_water withdrawals,groundwater,2060,8.672,km^3
rcp45cooler_ssp3,USA,Missouri River,Missouri River_water withdrawals,groundwater,2065,4.52729,km^3
rcp45cooler_ssp3,USA,Missouri River,Missouri River_water withdrawals,groundwater,2070,23.0909,km^3
rcp45cooler_ssp3,USA,Missouri River,Missouri River_water withdrawals,groundwater,2075,11.8499,km^3
rcp45cooler_ssp3,USA,Missouri River,Missouri River_water withdrawals,groundwater,2080,25.3109,km^3
rcp45cooler_ssp3,USA,Missouri River,Missouri River_water withdrawals,groundwater,2085,37.0531,km^3
rcp45cooler_ssp3,USA,Missouri River,Missouri River_water withdrawals,groundwater,2090,21.7104,km^3
rcp45cooler_ssp3,USA,Missouri River,Missouri River_water withdrawals,groundwater,2095,18.999,km^3
rcp45cooler_ssp3,USA,Missouri River,Missouri River_water withdrawals,groundwater,2100,9.25397,km^3
rcp45cooler_ssp3,USA,Missouri River,Missouri River_water withdrawals,runoff,1975,34.0502,km^3
rcp45cooler_ssp3,USA,Missouri River,Missouri River_water withdrawals,runoff,1990,34.0604,km^3
rcp45cooler_ssp3,USA,Missouri River,Missouri River_water withdrawals,runoff,2005,34.0971,km^3
rcp45cooler_ssp3,USA,Missouri River,Missouri River_water withdrawals,runoff,2010,34.1096,km^3
rcp45cooler_ssp3,USA,Missouri River,Missouri River_water withdrawals,runoff,2015,34.2056,km^3
rcp45cooler_ssp3,USA,Missouri River,Missouri River_water withdrawals,runoff,2020,38.9473,km^3
rcp45cooler_ssp3,USA,Missouri River,Missouri River_water withdrawals,runoff,2025,44.3975,km^3
rcp45cooler_ssp3,USA,Missouri River,Missouri River_water withdrawals,runoff,2030,36.3366,km^3
rcp45cooler_ssp3,USA,Missouri River,Missouri River_water withdrawals,runoff,2035,40.1683,km^3
rcp45cooler_ssp3,USA,Missouri River,Missouri River_water withdrawals,runoff,2040,33.4857,km^3
rcp45cooler_ssp3,USA,Missouri River,Missouri River_water withdrawals,runoff,2045,23.831,km^3
rcp45cooler_ssp3,USA,Missouri River,Missouri River_water withdrawals,runoff,2050,33.8032,km^3
rcp45cooler_ssp3,USA,Missouri River,Missouri River_water withdrawals,runoff,2055,31.8592,km^3
rcp45cooler_ssp3,USA,Missouri River,Missouri River_water withdrawals,runoff,2060,38.9561,km^3
rcp45cooler_ssp3,USA,Missouri River,Missouri River_water withdrawals,runoff,2065,45.5887,km^3
rcp45cooler_ssp3,USA,Missouri River,Missouri River_water withdrawals,runoff,2070,33.2479,km^3
rcp45cooler_ssp3,USA,Missouri River,Missouri River_water withdrawals,runoff,2075,35.9666,km^3
rcp45cooler_ssp3,USA,Missouri River,Missouri River_water withdrawals,runoff,2080,30.9987,km^3
rcp45cooler_ssp3,USA,Missouri River,Missouri River_water withdrawals,runoff,2085,21.5557,km^3
rcp45cooler_ssp3,USA,Missouri River,Missouri River_water withdrawals,runoff,2090,31.1558,km^3
rcp45cooler_ssp3,USA,Missouri River,Missouri River_water withdrawals,runoff,2095,32.6937,km^3
rcp45cooler_ssp3,USA,Missouri River,Missouri River_water withdrawals,runoff,2100,40.0021,km^3
rcp45cooler_ssp3,USA,New England,New England_water withdrawals,groundwater,1975,0,km^3
rcp45cooler_ssp3,USA,New England,New England_water withdrawals,groundwater,1990,0,km^3
rcp45cooler_ssp3,USA,New England,New England_water withdrawals,groundwater,2005,0,km^3
rcp45cooler_ssp3,USA,New England,New England_water withdrawals,groundwater,2010,0,km^3
rcp45cooler_ssp3,USA,New England,New England_water withdrawals,groundwater,2015,0,km^3
rcp45cooler_ssp3,USA,New England,New England_water withdrawals,groundwater,2020,0,km^3
rcp45cooler_ssp3,USA,New England,New England_water withdrawals,groundwater,2025,0,km^3
rcp45cooler_ssp3,USA,New England,New England_water withdrawals,groundwater,2030,0,km^3
rcp45cooler_ssp3,USA,New England,New England_water withdrawals,groundwater,2035,0,km^3
rcp45cooler_ssp3,USA,New England,New England_water withdrawals,groundwater,2040,0,km^3
rcp45cooler_ssp3,USA,New England,New England_water withdrawals,groundwater,2045,0,km^3
rcp45cooler_ssp3,USA,New England,New England_water withdrawals,groundwater,2050,0,km^3
rcp45cooler_ssp3,USA,New England,New England_water withdrawals,groundwater,2055,0,km^3
rcp45cooler_ssp3,USA,New England,New England_water withdrawals,groundwater,2060,0,km^3
rcp45cooler_ssp3,USA,New England,New England_water withdrawals,groundwater,2065,0,km^3
rcp45cooler_ssp3,USA,New England,New England_water withdrawals,groundwater,2070,0,km^3
rcp45cooler_ssp3,USA,New England,New England_water withdrawals,groundwater,2075,0,km^3
rcp45cooler_ssp3,USA,New England,New England_water withdrawals,groundwater,2080,0,km^3
rcp45cooler_ssp3,USA,New England,New England_water withdrawals,groundwater,2085,0,km^3
rcp45cooler_ssp3,USA,New England,New England_water withdrawals,groundwater,2090,0,km^3
rcp45cooler_ssp3,USA,New England,New England_water withdrawals,groundwater,2095,0,km^3
rcp45cooler_ssp3,USA,New England,New England_water withdrawals,groundwater,2100,0,km^3
rcp45cooler_ssp3,USA,New England,New England_water withdrawals,runoff,1975,61.8056,km^3
rcp45cooler_ssp3,USA,New England,New England_water withdrawals,runoff,1990,4.32089,km^3
rcp45cooler_ssp3,USA,New England,New England_water withdrawals,runoff,2005,4.75035,km^3
rcp45cooler_ssp3,USA,New England,New England_water withdrawals,runoff,2010,3.81535,km^3
rcp45cooler_ssp3,USA,New England,New England_water withdrawals,runoff,2015,3.56561,km^3
rcp45cooler_ssp3,USA,New England,New England_water withdrawals,runoff,2020,3.03123,km^3
rcp45cooler_ssp3,USA,New England,New England_water withdrawals,runoff,2025,3.0444,km^3
rcp45cooler_ssp3,USA,New England,New England_water withdrawals,runoff,2030,3.03266,km^3
rcp45cooler_ssp3,USA,New England,New England_water withdrawals,runoff,2035,2.97438,km^3
rcp45cooler_ssp3,USA,New England,New England_water withdrawals,runoff,2040,2.90489,km^3
rcp45cooler_ssp3,USA,New England,New England_water withdrawals,runoff,2045,2.82966,km^3
rcp45cooler_ssp3,USA,New England,New England_water withdrawals,runoff,2050,2.73432,km^3
rcp45cooler_ssp3,USA,New England,New England_water withdrawals,runoff,2055,2.643,km^3
rcp45cooler_ssp3,USA,New England,New England_water withdrawals,runoff,2060,2.52881,km^3
rcp45cooler_ssp3,USA,New England,New England_water withdrawals,runoff,2065,2.42505,km^3
rcp45cooler_ssp3,USA,New England,New England_water withdrawals,runoff,2070,2.32914,km^3
rcp45cooler_ssp3,USA,New England,New England_water withdrawals,runoff,2075,2.2066,km^3
rcp45cooler_ssp3,USA,New England,New England_water withdrawals,runoff,2080,2.13054,km^3
rcp45cooler_ssp3,USA,New England,New England_water withdrawals,runoff,2085,2.06057,km^3
rcp45cooler_ssp3,USA,New England,New England_water withdrawals,runoff,2090,1.98266,km^3
rcp45cooler_ssp3,USA,New England,New England_water withdrawals,runoff,2095,1.9228,km^3
rcp45cooler_ssp3,USA,New England,New England_water withdrawals,runoff,2100,1.82159,km^3
rcp45cooler_ssp3,USA,Ohio River,Ohio River_water withdrawals,groundwater,1975,0,km^3
rcp45cooler_ssp3,USA,Ohio River,Ohio River_water withdrawals,groundwater,1990,0,km^3
rcp45cooler_ssp3,USA,Ohio River,Ohio River_water withdrawals,groundwater,2005,0,km^3
rcp45cooler_ssp3,USA,Ohio River,Ohio River_water withdrawals,groundwater,2010,0,km^3
rcp45cooler_ssp3,USA,Ohio River,Ohio River_water withdrawals,groundwater,2015,0,km^3
rcp45cooler_ssp3,USA,Ohio River,Ohio River_water withdrawals,groundwater,2020,0,km^3
rcp45cooler_ssp3,USA,Ohio River,Ohio River_water withdrawals,groundwater,2025,0,km^3
rcp45cooler_ssp3,USA,Ohio River,Ohio River_water withdrawals,groundwater,2030,0,km^3
rcp45cooler_ssp3,USA,Ohio River,Ohio River_water withdrawals,groundwater,2035,0,km^3
rcp45cooler_ssp3,USA,Ohio River,Ohio River_water withdrawals,groundwater,2040,0,km^3
rcp45cooler_ssp3,USA,Ohio River,Ohio River_water withdrawals,groundwater,2045,0,km^3
rcp45cooler_ssp3,USA,Ohio River,Ohio River_water withdrawals,groundwater,2050,0,km^3
rcp45cooler_ssp3,USA,Ohio River,Ohio River_water withdrawals,groundwater,2055,0,km^3
rcp45cooler_ssp3,USA,Ohio River,Ohio River_water withdrawals,groundwater,2060,0,km^3
rcp45cooler_ssp3,USA,Ohio River,Ohio River_water withdrawals,groundwater,2065,0,km^3
rcp45cooler_ssp3,USA,Ohio River,Ohio River_water withdrawals,groundwater,2070,0,km^3
rcp45cooler_ssp3,USA,Ohio River,Ohio River_water withdrawals,groundwater,2075,0,km^3
rcp45cooler_ssp3,USA,Ohio River,Ohio River_water withdrawals,groundwater,2080,0,km^3
rcp45cooler_ssp3,USA,Ohio River,Ohio River_water withdrawals,groundwater,2085,0,km^3
rcp45cooler_ssp3,USA,Ohio River,Ohio River_water withdrawals,groundwater,2090,0,km^3
rcp45cooler_ssp3,USA,Ohio River,Ohio River_water withdrawals,groundwater,2095,0,km^3
rcp45cooler_ssp3,USA,Ohio River,Ohio River_water withdrawals,groundwater,2100,0,km^3
rcp45cooler_ssp3,USA,Ohio River,Ohio River_water withdrawals,runoff,1975,53.3395,km^3
rcp45cooler_ssp3,USA,Ohio River,Ohio River_water withdrawals,runoff,1990,29.2563,km^3
rcp45cooler_ssp3,USA,Ohio River,Ohio River_water withdrawals,runoff,2005,34.5474,km^3
rcp45cooler_ssp3,USA,Ohio River,Ohio River_water withdrawals,runoff,2010,31.8444,km^3
rcp45cooler_ssp3,USA,Ohio River,Ohio River_water withdrawals,runoff,2015,26.5178,km^3
rcp45cooler_ssp3,USA,Ohio River,Ohio River_water withdrawals,runoff,2020,20.6681,km^3
rcp45cooler_ssp3,USA,Ohio River,Ohio River_water withdrawals,runoff,2025,19.634,km^3
rcp45cooler_ssp3,USA,Ohio River,Ohio River_water withdrawals,runoff,2030,18.308,km^3
rcp45cooler_ssp3,USA,Ohio River,Ohio River_water withdrawals,runoff,2035,16.5639,km^3
rcp45cooler_ssp3,USA,Ohio River,Ohio River_water withdrawals,runoff,2040,14.145,km^3
rcp45cooler_ssp3,USA,Ohio River,Ohio River_water withdrawals,runoff,2045,12.5788,km^3
rcp45cooler_ssp3,USA,Ohio River,Ohio River_water withdrawals,runoff,2050,11.8112,km^3
rcp45cooler_ssp3,USA,Ohio River,Ohio River_water withdrawals,runoff,2055,11.7607,km^3
rcp45cooler_ssp3,USA,Ohio River,Ohio River_water withdrawals,runoff,2060,11.7415,km^3
rcp45cooler_ssp3,USA,Ohio River,Ohio River_water withdrawals,runoff,2065,11.7659,km^3
rcp45cooler_ssp3,USA,Ohio River,Ohio River_water withdrawals,runoff,2070,11.7774,km^3
rcp45cooler_ssp3,USA,Ohio River,Ohio River_water withdrawals,runoff,2075,11.4139,km^3
rcp45cooler_ssp3,USA,Ohio River,Ohio River_water withdrawals,runoff,2080,10.8772,km^3
rcp45cooler_ssp3,USA,Ohio River,Ohio River_water withdrawals,runoff,2085,10.7226,km^3
rcp45cooler_ssp3,USA,Ohio River,Ohio River_water withdrawals,runoff,2090,10.6157,km^3
rcp45cooler_ssp3,USA,Ohio River,Ohio River_water withdrawals,runoff,2095,10.7924,km^3
rcp45cooler_ssp3,USA,Ohio River,Ohio River_water withdrawals,runoff,2100,10.6322,km^3
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,1975,0,km^3
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,1990,0,km^3
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,2005,0,km^3
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,2010,0,km^3
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,2015,0,km^3
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,2020,0,km^3
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,2025,0,km^3
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,2030,0,km^3
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,2035,0,km^3
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,2040,0,km^3
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,2045,0,km^3
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,2050,0,km^3
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,2055,0,km^3
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,2060,0,km^3
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,2065,0,km^3
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,2070,0,km^3
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,2075,0,km^3
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,2080,0,km^3
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,2085,0,km^3
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,2090,0,km^3
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,2095,0,km^3
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,2100,0,km^3
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,1975,184.026,km^3
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,1990,17.8229,km^3
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,2005,18.4999,km^3
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,2010,18.1181,km^3
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,2015,18.3354,km^3
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,2020,20.7564,km^3
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,2025,22.3244,km^3
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,2030,23.6557,km^3
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,2035,23.4988,km^3
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,2040,24.619,km^3
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,2045,25.2484,km^3
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,2050,25.849,km^3
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,2055,27.242,km^3
